year;site_no;trial;site;irrigation;plot;rep;date;dps;soil_moisture_30;soil_moisture_60;soil_moisture_90;PAW_30;PAW_60;PAW_90;root_yield;root_dry_matter;leaf_yield;leaf_dry_matter;LAI;n;sugar;K;Na;amino_N;soluble_Nt;NO3;betaine;invert_sugar;marc
2000;8;8_1;Kelz;no;85505;1;26/9/2000;171;18.97;16.5;16.47;37.97;39.25;38.12;71.6;19.91;82.97;11.45;4.97;74;14.88;29;10.9;10.14;36.29;2.07;12;0;3.38
2000;8;8_1;Kelz;no;85508;2;26/9/2000;171;20.04;18.21;18.37;42.15;46.94;46.67;70.4;19.99;88.66;11.07;5.01;94;14.87;27.85;9.85;8.63;35.32;1.23;13.4;0;3.84
2000;8;8_1;Kelz;no;85517;3;26/9/2000;171;17.77;15.59;17.38;33.32;35.17;42.19;76.6;19.86;89.1;11.21;5.05;88;14.79;28.7;11.45;9.54;33.88;1.67;15.3;0;3.71
2000;8;8_1;Kelz;no;85520;4;26/9/2000;171;19.42;16.24;17.45;39.74;38.08;42.52;72.5;19.97;79.04;10.89;5.47;85;14.83;27.65;9.8;9.03;31.14;1.3;12.05;0;3.48
2000;8;8_1;Kelz;no;85506;1;24/10/2000;199;20.84;20.95;19.86;45.29;59.26;53.39;78.2;21.14;77.4;12.29;6.11;87;16.37;28;10.7;9.69;37.8;1.99;15.95;3.97;3.54
2000;8;8_1;Kelz;no;85509;2;24/10/2000;199;20;19.64;19.25;42.01;53.38;50.61;82.3;21.1;80;12.01;5.91;87;16.03;30.45;12.45;12.08;45.74;2.91;15.7;4.18;3.07
2000;8;8_1;Kelz;no;85513;3;24/10/2000;199;20.95;20.04;19.64;45.71;55.2;52.38;77.75;21.44;71.5;12.39;5.81;77;16.18;31.58;10.33;10.62;43.27;2.25;15.5;5.13;3.94
2000;8;8_1;Kelz;no;85519;4;24/10/2000;199;19.7;17.86;18.89;40.84;45.38;49.01;76.65;21.35;64.35;12.93;5.46;0;16.23;32.25;10.5;12.7;41.52;2.67;18.3;4.83;3.48
2000;10;10_1;Euerhausen;no;85801;1;23/5/2000;60;18.18;18.1;17.82;31.91;43.97;42.71;0.3976;15.31;3.66;10.91;0.93;96;6.91;108.1;27.55;27.75;102.43;34.85;18.62;26.21;5.82
2000;10;10_1;Euerhausen;no;85812;2;23/5/2000;60;18.47;19.23;17.26;33.04;49.04;40.17;0.4363;13.88;3.565;10.24;0.75;85;6.07;106.9;29.2;24.12;101.26;35.51;18.44;27.37;5.01
2000;10;10_1;Euerhausen;no;85814;3;23/5/2000;60;19.24;17.93;17.61;36.02;43.18;41.76;0.3698;14.16;3.245;10.88;0.83;93;5.83;115.75;21.7;23.28;97.58;31.44;14.44;25.94;5.42
2000;10;10_1;Euerhausen;no;85823;4;23/5/2000;60;18.45;18.21;18.35;32.97;44.43;45.08;0.4495;14.05;3.815;11.15;0.98;89;5.98;117.1;20.1;20.76;86.58;32.98;16.75;30.68;5.46
2000;10;10_1;Euerhausen;no;85802;1;20/6/2000;88;10.23;17.62;19.82;0.89;41.8;51.7;9.8;21.82;18.3;15.48;1.6;88;14.9;59.15;16.85;21.2;75.55;4.51;24.38;11.99;4.98
2000;10;10_1;Euerhausen;no;85807;2;20/6/2000;88;9.14;14.1;20.72;0;25.95;55.73;9.7;22.48;18.04;14.91;1.88;93;15.47;55.9;12.95;24.61;86.82;4.84;24.65;10.87;4.97
2000;10;10_1;Euerhausen;no;85815;3;20/6/2000;88;11.21;11.49;16.36;4.73;14.21;36.14;10.25;21.87;17.02;15.36;2.03;87;14.78;56.8;18.25;21.95;85.98;4.89;24.68;11.51;4.73
2000;10;10_1;Euerhausen;no;85820;4;20/6/2000;88;10.72;13.85;17.3;2.8;24.81;40.35;9.95;21.77;16.3;15.51;1.74;86;14.63;61.15;18.8;21.47;79.64;5.57;22.66;12.13;4.74
2000;10;10_1;Euerhausen;no;85803;1;18/7/2000;116;17.74;17.9;15.85;30.17;43.06;33.81;35.15;19.62;35.52;13.56;3.55;77;13.67;37;8.2;9.29;34.86;2.89;13.92;7.18;4.3
2000;10;10_1;Euerhausen;no;85808;2;18/7/2000;116;15.63;16.43;14.35;21.95;36.44;27.08;36.65;19.2;37.38;13.21;3.45;86;13.56;38.95;9.4;9.34;35.65;4.01;14.11;7.06;4.18
2000;10;10_1;Euerhausen;no;85813;3;18/7/2000;116;19.83;14.31;16.92;38.32;26.87;38.62;32;19.52;31.13;13.6;3.38;87;13.48;39.5;6.3;10.45;49.18;4.35;14.45;6.99;4.18
2000;10;10_1;Euerhausen;no;85824;4;18/7/2000;116;20.09;16.01;13.93;39.34;34.56;25.19;36.2;19.99;37;13.45;3.51;88;13.87;37.65;8.1;8.63;41.36;2.51;14.13;6.77;4.35
2000;10;10_1;Euerhausen;no;85804;1;15/8/2000;144;14.17;15.38;15.94;16.25;31.69;34.24;58.5;21.57;46;13.26;5.23;76;15.99;36.55;4.5;11.64;36.59;1.68;14.95;4.64;4.36
2000;10;10_1;Euerhausen;no;85809;2;15/8/2000;144;14.32;17.46;14.31;16.83;41.09;26.9;62.15;21.5;50.6;12.78;4.84;80;15.94;35.7;5.65;11.46;35.63;1.2;13.84;4.5;4.01
2000;10;10_1;Euerhausen;no;85817;3;15/8/2000;144;13.7;15.6;14.26;14.42;32.71;26.67;61.85;21.19;51.64;13.79;4.6;85;15.69;37.95;6.4;10.14;40.13;1.98;13;4.44;3.94
2000;10;10_1;Euerhausen;no;85822;4;15/8/2000;144;13.86;14.87;13.71;15.04;29.42;24.19;56.2;21.73;49.86;13.53;5.28;86;16;37.1;3.55;10.8;42.05;1.55;16.03;4.77;4.17
2000;10;10_1;Euerhausen;no;85805;1;12/9/2000;172;15.39;17.26;11.83;21.01;40.15;15.74;82.9;22.7;56.7;14.15;5.52;88;17.35;32.7;4.5;8.72;28.05;1;13.02;4.3;4.11
2000;10;10_1;Euerhausen;no;85810;2;12/9/2000;172;16.11;12.43;17.04;23.85;18.46;39.17;77.9;23.43;48.9;14.82;5.65;85;17.64;33.35;3.15;9.07;39.19;0.94;14.34;4.29;4.34
2000;10;10_1;Euerhausen;no;85818;3;12/9/2000;172;15.91;16.34;14.31;23.06;36.02;26.91;75.8;23.16;51.3;15.46;5.42;78;17.66;31.95;3.95;8.9;38.79;0.89;13.05;4.03;4.17
2000;10;10_1;Euerhausen;no;85819;4;12/9/2000;172;16.01;15.57;15.8;23.45;32.55;33.61;77.65;22.82;46;14.9;5.34;80;17.81;32.95;2.65;10.98;43.34;0.84;13.02;4.3;4.2
2000;10;10_1;Euerhausen;no;85806;1;9/10/2000;199;17.19;15.92;12.84;28.04;34.13;20.27;99.8;23.85;54.26;15.96;4.8;87;18.25;31.65;3.6;8.32;29.04;0.92;14.5;3.5;4.32
2000;10;10_1;Euerhausen;no;85811;2;9/10/2000;199;19.93;15.82;16.71;38.74;33.68;37.69;96.6;23.46;51.5;16.01;4.8;84;18.21;32.4;3.7;7.97;35.7;0.92;15.27;3.87;3.83
2000;10;10_1;Euerhausen;no;85816;3;9/10/2000;199;16.07;13.65;16.55;23.68;23.91;36.99;84.65;24.74;45.1;15.66;4.37;80;19.04;29.5;2.15;7.7;36.55;0.67;13.02;3.65;4.15
2000;10;10_1;Euerhausen;no;85821;4;9/10/2000;199;18.44;15.71;13.5;32.91;33.21;23.26;89.45;24.3;53.4;16.29;4.17;81;18.65;30.7;2.7;7.13;33.84;0.7;14.63;4;4.19
2000;11;11_1;Plattling;no;85851;1;23/5/2000;43;22.24;22.87;23.84;50.75;68.43;71.76;0.04;13.23;0.855;14.61;0.26;83;1.63;141.32;13.95;18.99;109.55;60.91;8.84;18.6;0
2000;11;11_1;Plattling;no;85863;2;23/5/2000;43;22.86;23.77;24.64;53.14;72.45;75.37;0.0357;12.83;0.88;14.24;0.21;77;1.86;155.54;17.9;22.04;118.75;63.33;8.44;21.11;0
2000;11;11_1;Plattling;no;85874;3;23/5/2000;43;23.85;22.31;23.95;57.01;65.89;72.26;0.0707;10.67;1.85;12.23;0.5;82;2.05;131.62;15.7;21.51;103.15;52.99;7.79;19.88;0
2000;11;11_1;Plattling;no;85877;4;23/5/2000;43;22.17;21.86;24.17;50.48;63.86;73.28;0.0288;11.73;0.585;12.98;0.41;82;1.56;122.82;16.9;19.3;102.06;55.19;7.44;22.8;0
2000;11;11_1;Plattling;no;85852;1;20/6/2000;71;12.9;15.55;22.42;14.32;35.46;65.39;8.95;16.52;27.16;10.58;2.2;75;10.5;90.65;7.1;20.01;75.16;13.3;14.99;14.8;3.86
2000;11;11_1;Plattling;no;85865;2;20/6/2000;71;13.27;13.79;20.56;15.74;27.54;57.03;9;16.41;26.13;11.17;2.19;73;10.43;89.3;8.3;21.24;78.84;18.91;15.31;13.98;3.58
2000;11;11_1;Plattling;no;85870;3;20/6/2000;71;11.32;13.9;17.37;8.16;28.06;42.66;8.95;16.33;26.76;11.42;2.05;72;10.52;84.7;6.5;19.74;75.12;15.94;15.91;13.34;3.6
2000;11;11_1;Plattling;no;85880;4;20/6/2000;71;11.76;14.76;20.29;9.86;31.94;55.81;8.65;16.61;27.8;10.29;2.55;77;10.57;87.5;8.3;21.42;52.89;12.75;14.29;14.9;3.66
2000;11;11_1;Plattling;no;85853;1;18/7/2000;99;19.19;14.31;17.05;38.86;29.88;41.24;33.6;17.72;48.65;11.33;3.53;79;12.61;57.25;6.45;9.29;40.82;3.46;11.55;7.63;3.17
2000;11;11_1;Plattling;no;85864;2;18/7/2000;99;19.41;13.79;18.74;39.7;27.58;48.81;35.95;17.83;55.86;11.4;4.47;76;12.81;52.2;7.65;11.55;43.97;5.67;11.97;7.76;3.19
2000;11;11_1;Plattling;no;85867;3;18/7/2000;99;18.72;13.76;18.27;37.02;27.44;46.74;31.2;17.79;48.15;11.67;3.54;71;12.68;48.35;9;11.07;42.04;4.66;11.87;8.48;3.36
2000;11;11_1;Plattling;no;85882;4;18/7/2000;99;18.36;13;16.92;35.61;24;40.63;36.1;18.07;54.27;11.54;4.12;80;13;51.3;7.15;11.82;47;5.86;12.47;7.71;3.36
2000;11;11_1;Plattling;no;85854;1;14/8/2000;126;20.51;20.76;22.36;44.01;58.9;65.13;67;18.59;60.7;12.18;3.8;83;13.77;50.8;5.05;11.24;33.43;1.59;11.7;5.19;3.13
2000;11;11_1;Plattling;no;85866;2;14/8/2000;126;21.4;20.94;22.92;47.45;59.72;67.66;66.5;18.44;75.35;11.75;4.24;76;13.43;46.25;8.4;14.87;46.89;4.32;10.9;5.86;3.1
2000;11;11_1;Plattling;no;85871;3;14/8/2000;126;19.42;19.83;18.99;39.73;54.73;49.94;61.15;18.59;62.75;14.13;3.73;75;13.72;39.35;7.7;12.39;37.43;2.34;11.77;5.68;2.97
2000;11;11_1;Plattling;no;85876;4;14/8/2000;126;19.81;20.71;23.19;41.27;58.68;68.86;58.8;18.41;63.25;13.15;4.14;80;13.58;38.75;7.8;10.76;35.78;1.65;12.05;5.49;2.99
2000;11;11_1;Plattling;no;85855;1;11/9/2000;154;17.25;15.36;19.43;31.27;34.62;51.96;90.2;19.83;75.89;12.59;5.09;82;15.12;41.4;8.2;14.83;42.45;2.78;10.73;4.84;3.12
2000;11;11_1;Plattling;no;85859;2;11/9/2000;154;16.58;15.16;18.38;28.65;33.7;47.2;82.8;20.37;67.2;13.83;4.38;77;15.62;37.65;8.65;11.29;35.51;1.87;10.63;4.87;3.25
2000;11;11_1;Plattling;no;85869;3;11/9/2000;154;16.86;15.19;18.12;29.75;33.83;46.02;83.75;20.51;59.7;14.46;4.11;76;15.72;39.45;4.45;9.56;34.19;1.19;11.8;4.5;3.19
2000;11;11_1;Plattling;no;85881;4;11/9/2000;154;15.79;13.56;16.21;25.6;26.51;37.46;73.75;20.19;68.4;13.94;5.16;73;15.38;38.25;8.1;13.19;43.51;2.2;11.48;4.7;3.13
2000;11;11_1;Plattling;no;85856;1;10/10/2000;183;22.83;20.94;21.49;53.05;59.74;61.22;98.7;20.27;79.8;11.99;5.57;71;15.48;40;7.1;12.44;41.99;4.13;12.05;5.41;3.2
2000;11;11_1;Plattling;no;85862;2;10/10/2000;183;22.25;22.02;22.08;50.78;64.59;63.84;111.2;20.91;70.1;12.45;4.93;80;15.77;40.95;4.95;8.5;31.55;1.78;10.68;4.02;3.45
2000;11;11_1;Plattling;no;85873;3;10/10/2000;183;24.07;22.03;19.65;57.86;64.65;52.95;105.3;20.08;72.4;12.1;5.37;81;15.34;36.8;7.9;13.32;46.26;3.69;12.1;5.46;3.31
2000;11;11_1;Plattling;no;85875;4;10/10/2000;183;21.81;20.66;20.79;49.05;58.48;58.07;92.8;20.88;72.85;12.25;5.61;84;15.64;32.6;7.3;10.09;36.91;1.92;12;4.34;3.24
2001;1;1_2;Kannemoor;no;86051;1;25/6/2001;63;22.99;25.79;31.05;0;0;0;1.606;13.63;10.995;10.06;1.34;90;7.44;110.8;15.3;31.42;99.54;45.79;15.02;12.75;4.08
2001;1;1_2;Kannemoor;no;86067;2;25/6/2001;63;22.84;23.97;25.58;0;0;0;1.824;14.34;10.62;9.86;1.45;90;7.84;103.2;12.3;31.6;106.25;38.7;14.73;13.12;4.49
2001;1;1_2;Kannemoor;no;86074;3;25/6/2001;63;23.63;21.9;24.48;0;0;0;2.284;13.9;13.67;9.61;1.36;102;7.66;107.8;12.6;33.02;115.16;42.55;16.81;14.76;4.3
2001;1;1_2;Kannemoor;no;86077;4;25/6/2001;63;23.06;23.72;28.82;0;0;0;1.99;13.49;12.98;9.13;1.66;86;7.16;112;14.7;33.37;120.36;53.85;15.45;13.2;4.58
2001;1;1_2;Kannemoor;no;86052;1;23/7/2001;91;21.76;24.06;24.23;0;0;0;23.6;16.95;65.97;9.02;4.59;88;11.07;61.85;10.2;16.15;48.75;11.43;11.66;7.32;3.95
2001;1;1_2;Kannemoor;no;86062;2;23/7/2001;91;22.37;20.7;27.33;0;0;0;27;16.53;63.2;8.76;4.12;93;11.26;54.9;10.55;14.65;49.92;7.18;10.17;7.13;3.6
2001;1;1_2;Kannemoor;no;86065;3;23/7/2001;91;22.81;21.34;28.89;0;0;0;22.3;16.19;65.2;8.54;4.58;84;10.5;59.8;16.35;15.58;55.94;15.24;8.95;7.25;3.59
2001;1;1_2;Kannemoor;no;86075;4;23/7/2001;91;22.99;23.46;30.43;0;0;0;23.9;16.44;60.9;8.98;5.58;89;10.67;63.55;13.8;15.27;57.92;15.77;10.77;8.67;3.88
2001;1;1_2;Kannemoor;no;86053;1;20/8/2001;119;22.34;23.09;27.2;0;0;0;44.05;18.32;89.09;10.11;6.52;84;13.4;46.75;11.45;11.29;39.83;3.71;8.35;4.12;3.21
2001;1;1_2;Kannemoor;no;86061;2;20/8/2001;119;22.81;24.24;29.09;0;0;0;53.9;18.21;76.24;10.47;6.29;84;13.36;48.05;8.35;10.27;37.89;2.57;10.24;3.59;3.46
2001;1;1_2;Kannemoor;no;86063;3;20/8/2001;119;21.18;25.4;32.18;0;0;0;48.7;18.75;81.31;10.08;6.02;79;13.51;50.85;9.15;11.15;40.52;2.98;8.75;4.83;3.49
2001;1;1_2;Kannemoor;no;86079;4;20/8/2001;119;22.11;24.9;32.12;0;0;0;52.55;18.69;86.51;10.58;5.89;90;13.66;48.4;8.3;9.87;36.41;2.05;9.87;3.35;3.53
2001;1;1_2;Kannemoor;no;86054;1;17/9/2001;147;20.9;19.76;24.31;0;0;0;71.85;21.11;78.72;10.86;5.87;81;15.9;45;7.5;9.87;36.43;1.62;8.95;3.29;3.62
2001;1;1_2;Kannemoor;no;86058;2;17/9/2001;147;20.82;23.59;23.79;0;0;0;75.35;20.29;98.76;10.42;6.41;86;14.92;48.45;6.65;12.3;44.36;3.73;9.4;3.56;3.69
2001;1;1_2;Kannemoor;no;86066;3;17/9/2001;147;24.97;22.07;26.02;0;0;0;0;0;86.3;11.15;5.59;86;0;0;0;0;0;0;0;0;0
2001;1;1_2;Kannemoor;no;86069;4;17/9/2001;147;19.31;21.17;26.19;0;0;0;72.05;21.5;80.8;11.7;6.12;81;15.55;49.2;6.2;9.38;38.53;2.03;9.69;4.31;4.09
2001;1;1_2;Kannemoor;no;86055;1;15/10/2001;175;25.27;26.58;33.49;0;0;0;80.6;22.9;60.87;12.17;4.04;75;17.24;44.25;4.25;11.6;39.39;0.72;11.62;3.72;3.98
2001;1;1_2;Kannemoor;no;86057;2;15/10/2001;175;27.07;29.13;37.6;0;0;0;80.1;22.97;72.21;11.88;4.28;86;16.77;49;5.9;14.38;49.17;2.24;11.84;4.11;4.5
2001;1;1_2;Kannemoor;no;86068;3;15/10/2001;175;24.24;23.24;32.77;0;0;0;84.7;22.18;78.54;11.76;5.08;79;16.41;47.4;7;13.85;47.86;2.14;12.34;5.37;4.06
2001;1;1_2;Kannemoor;no;86078;4;15/10/2001;175;24.89;26.89;32.74;0;0;0;82.9;22.89;86.87;12.05;5.13;103;16.88;44.75;5.75;14.56;44.84;1.66;13.05;4.9;4.37
2001;1;1_2;Kannemoor;no;86059;1;2/11/2001;193;20.49;20.6;27.19;0;0;0;80.05;24.3;72.9;12.1;4.05;80;17.08;43.6;5.6;12.75;45.37;1.64;13.37;4.38;4.07
2001;1;1_2;Kannemoor;no;86064;2;2/11/2001;193;20.02;20.38;33.78;0;0;0;81.8;22.72;84.2;12.94;4.99;85;16.59;46.6;5.65;15.4;46.19;2.57;11.31;5.14;4.03
2001;1;1_2;Kannemoor;no;86072;3;2/11/2001;193;20.8;21.96;27.72;0;0;0;84.2;22.69;65.2;12.56;3.89;87;17.19;43.2;6.2;12.7;46.96;1.53;13.2;4.63;3.53
2001;1;1_2;Kannemoor;no;86076;4;2/11/2001;193;20.43;18.56;0;0;0;0;79.9;22.97;79.7;12.35;4.85;77;16.8;47.9;5.55;16.11;51.7;2.95;13.16;5.08;3.95
2001;2;2_2;Reutershof;no;86101;1;11/6/2001;67;17.86;16.05;15.42;30.67;46.73;37.91;1.505;12.26;10.85;10.36;1.84;99;5.68;109.1;13.8;26.29;108.16;38.95;11.64;11.78;4.51
2001;2;2_2;Reutershof;no;86109;2;11/6/2001;67;16.72;15.82;16.51;26.2;45.69;42.78;1.165;12.13;8.255;10.5;1.75;112;7.38;140.6;14.9;37.53;104.81;41.64;11.28;11.07;4.48
2001;2;2_2;Reutershof;no;86118;3;11/6/2001;67;15.52;16.17;15.74;21.51;47.29;39.32;0.905;12.07;7.858;10.79;1.81;112;5.62;110.4;14;29.21;127.87;41.27;14.06;13.41;4.61
2001;2;2_2;Reutershof;no;86122;4;11/6/2001;67;16.77;16.63;16.08;26.4;49.31;40.84;1.75;12.59;13.57;9.87;2.55;110;6.04;110.7;16.3;29.74;119.77;45.24;12.47;11.23;4.48
2001;2;2_2;Reutershof;no;86102;1;9/7/2001;95;8.01;0;12.66;0;0;25.49;15.85;16.78;52.6;9.17;5.53;107;11.39;59.3;12.7;19.83;66.96;6.93;13.78;8.72;3.94
2001;2;2_2;Reutershof;no;86112;2;9/7/2001;95;11.26;12.32;12.89;4.92;29.95;26.52;21.9;15.03;51.9;8.59;5.24;94;10.85;56.1;17.55;16.95;53.69;5.82;11.33;7.54;3.81
2001;2;2_2;Reutershof;no;86116;3;9/7/2001;95;10.32;11.97;13.73;1.26;28.35;30.3;23.1;16.09;64.93;8.31;5.72;101;10.64;62.15;18.25;21.47;55.85;11.16;12.07;8.22;3.88
2001;2;2_2;Reutershof;no;86119;4;9/7/2001;95;9.28;12.64;12.5;0;31.38;24.73;21.85;17.28;52.96;8.77;4.94;106;11.49;58.95;13.95;21.24;63.8;7.38;14.39;8.67;4.04
2001;2;2_2;Reutershof;no;86103;1;6/8/2001;123;0;9.63;8.26;0;17.84;5.66;51.55;16.5;75.9;10.54;6.57;96;11.6;36.8;13.35;11.86;39.19;3.13;8.41;5.02;3.22
2001;2;2_2;Reutershof;no;86111;2;6/8/2001;123;15.53;9.41;8.38;21.58;16.83;6.22;48.65;17.16;85.98;9.98;6.79;87;12.09;39.7;12.03;11.45;36.27;2.6;9.57;5.5;3.48
2001;2;2_2;Reutershof;no;86114;3;6/8/2001;123;14.29;11.54;10.34;16.74;26.42;15.03;47.45;16.38;85.82;10.08;7.35;92;11.37;37.9;16.5;10.89;35.14;3.4;9.06;5.47;3.34
2001;2;2_2;Reutershof;no;86124;4;6/8/2001;123;15.88;10.14;8.65;22.94;20.13;7.42;49.05;17.27;79.01;10.81;6.27;100;12.17;40.55;10.6;9.74;32.3;1.46;8.4;4.36;3.77
2001;2;2_2;Reutershof;no;86104;1;3/9/2001;151;14.84;9.88;7.35;18.88;18.94;1.58;74.6;18.4;95.02;10.07;6.86;92;13.67;38.05;11.85;14.69;47.23;3.5;7.92;4.29;3.19
2001;2;2_2;Reutershof;no;86108;2;3/9/2001;151;13.33;8.71;7.44;13;13.72;1.98;78.8;17.92;108.76;9.94;6.2;100;13.35;36.25;16.9;11.29;36.98;3.61;8.93;4.15;3
2001;2;2_2;Reutershof;no;86117;3;3/9/2001;151;15.1;10.71;8.2;19.91;22.69;5.4;80.35;18.94;93.3;10.97;6.44;100;14.07;38.75;11.85;11.24;33.9;2.44;8.45;3.98;3.36
2001;2;2_2;Reutershof;no;86120;4;3/9/2001;151;13.44;10.1;7.05;13.43;19.97;0.24;77.2;17.94;97.78;10.2;6.82;103;13.5;37.05;14.9;10.93;31.65;2.87;8.28;4.15;3.03
2001;2;2_2;Reutershof;no;86105;1;1/10/2001;179;17.25;15.19;15.57;28.29;42.84;38.55;94.65;20.17;92.08;9.55;5.95;94;15.13;40.35;12.1;13.94;50.42;3.75;10.47;3.95;3.57
2001;2;2_2;Reutershof;no;86110;2;1/10/2001;179;17.59;16.27;16.49;29.59;47.73;42.71;90.05;20.04;94.1;10.57;6.22;90;14.95;41;13.48;18.08;57.52;5.77;9.9;5.1;3.75
2001;2;2_2;Reutershof;no;86113;3;1/10/2001;179;16.73;15.53;16.15;26.24;44.39;41.17;92.25;19.37;98.2;10.09;5.92;96;14.6;46;13.65;16.95;49.47;6.68;9.83;4.48;3.41
2001;2;2_2;Reutershof;no;86121;4;1/10/2001;179;18.23;15.7;15.34;32.09;45.13;37.51;88.9;19.89;88.1;10.42;5.48;95;15.15;41.97;12.8;12.51;42.73;2.56;8.21;3.63;0
2001;2;2_2;Reutershof;no;86106;1;29/10/2001;207;21.64;18.7;18.75;45.39;58.66;52.89;99.1;20.91;66;11.04;4.6;95;16.22;40;10.5;14.78;47.72;3.64;10.38;4.59;3.32
2001;2;2_2;Reutershof;no;86107;2;29/10/2001;207;21.7;19.05;20.39;45.65;60.22;60.24;95.7;20.03;91.1;10.01;4.63;98;15.34;46.85;15.3;22.26;70.71;7.92;11.01;3.53;3.29
2001;2;2_2;Reutershof;no;86115;3;29/10/2001;207;21.04;19.08;20.27;43.05;60.34;59.7;97;20.4;80.6;10.33;4.68;96;15.85;41.35;15.5;18.9;55.78;3.99;11.49;4;3.19
2001;2;2_2;Reutershof;no;86123;4;29/10/2001;207;21.8;18.82;18.85;46.01;59.17;53.33;100.15;20.73;76.5;10.62;4.62;105;16.03;43.3;10;17.35;48.27;3.75;10.52;3.4;3.45
2001;3;3_3;Suderburg;no;86201;1;26/6/2001;90;10.85;10.43;8.76;33.31;16.93;3.4;5.34;13.05;26.745;9.57;1.85;101;7.42;111.8;10;22.57;95.93;37.35;12.12;10.46;3.91
2001;3;3_3;Suderburg;no;86207;2;26/6/2001;90;11.23;11.53;9.88;34.81;21.89;8.47;6.82;13.13;35.74;9.82;2.21;100;7.54;107.8;10;22.31;79.04;42.15;12.4;10.07;3.91
2001;3;3_3;Suderburg;no;86213;3;26/6/2001;90;10.41;10.53;11.74;31.59;17.37;16.81;7.06;13.79;33.455;9.13;2.34;94;8.08;109.4;9.1;21.51;76.49;39.87;13.51;9.95;4.11
2001;3;3_3;Suderburg;no;86222;4;26/6/2001;90;10.48;10.26;11.79;31.87;16.18;17.05;6.48;13.56;31.9;9.64;2.01;88;7.78;113;10.8;22.04;90.77;41.89;14.2;9.9;3.95
2001;3;3_3;Suderburg;no;86202;1;24/7/2001;118;10.24;8.93;9.32;30.93;10.19;5.94;30.15;16.54;80.2;9.41;6.1;98;11.27;62.2;5.75;13.37;52.07;14.06;9.55;7.71;3.73
2001;3;3_3;Suderburg;no;86208;2;24/7/2001;118;8.64;9.35;10.87;24.71;12.08;12.93;31.2;16.67;80;8.54;6.89;104;11.29;72.2;7;14.19;56.98;13.47;15.33;8.53;3.46
2001;3;3_3;Suderburg;no;86218;3;24/7/2001;118;9.3;8.7;12.05;27.28;9.16;18.22;36.35;17.51;71.1;9.41;6.16;96;12.26;56.55;5;13.15;55.43;8.59;12;7.29;3.61
2001;3;3_3;Suderburg;no;86221;4;24/7/2001;118;9.72;8.51;11.3;28.92;8.29;14.83;35.6;17.42;73.08;9.06;6.44;97;12.17;54.2;4.5;13.5;48.48;9.03;10.52;7.14;3.71
2001;3;3_3;Suderburg;no;86203;1;21/8/2001;146;11.77;11.87;12.71;36.92;23.4;21.21;57;18.82;92.39;10.15;6.61;101;13.75;44.43;4.9;13.79;51.1;5.58;8.67;6.14;3.49
2001;3;3_3;Suderburg;no;86210;2;21/8/2001;146;11.25;10.42;11.63;34.87;16.88;16.36;61.8;19.35;84.96;10.71;5.52;99;14.13;43.65;3.4;10.14;43.83;2.73;10.89;5.32;3.73
2001;3;3_3;Suderburg;no;86214;3;21/8/2001;146;14.87;14.92;15.25;49;37.12;32.63;63.7;19.19;84.11;11.3;5.66;92;13.9;45.85;4.25;10.93;35.77;3.01;10.66;5.16;3.41
2001;3;3_3;Suderburg;no;86220;4;21/8/2001;146;13.68;12.49;13.74;44.36;26.22;25.82;55.55;19.5;106.28;10.17;6.41;99;14.26;47;3.75;10.09;44.98;2.09;10.18;4.82;3.45
2001;3;3_3;Suderburg;no;86204;1;18/9/2001;174;9.43;8.78;8.59;27.79;9.53;2.67;72.8;20.29;91.25;10.84;5.6;88;15.29;51.15;5.25;13.59;42.19;4.62;11.47;4.72;3.31
2001;3;3_3;Suderburg;no;86209;2;18/9/2001;174;9.4;7.79;8.81;27.67;5.05;3.64;82.35;20.29;79.33;11.13;5.54;90;15.4;42.7;4.1;12.53;40.24;2.88;9.83;4.62;3.4
2001;3;3_3;Suderburg;no;86216;3;18/9/2001;174;8.87;9.1;9.69;25.58;10.97;7.58;76.9;20.7;92.89;11.13;5.64;99;15.9;45.6;3.75;9.6;28.31;2.01;10.71;4.21;3.36
2001;3;3_3;Suderburg;no;86219;4;18/9/2001;174;9.4;8.93;9.3;27.64;10.18;5.86;82.9;20.29;76.67;10.93;5.58;97;15.69;39.5;3.75;11.68;46.57;2.15;9.6;4.75;3.28
2001;3;3_3;Suderburg;no;86205;1;16/10/2001;202;12.06;11.32;11.8;38.05;20.95;17.12;93.35;21.41;90.17;13.5;5.99;103;16.53;44.2;4.1;17.08;34.39;3.89;10.64;5.1;3.5
2001;3;3_3;Suderburg;no;86212;2;16/10/2001;202;11.28;11.67;12.53;34.99;22.49;20.4;83;22.36;96.29;11.92;5.92;94;17.33;47.4;3.7;13.5;42.6;2.11;12.44;4.52;3.73
2001;3;3_3;Suderburg;no;86217;3;16/10/2001;202;12.31;10.64;11.76;39.01;17.87;16.94;90.9;21.57;88.4;12.73;5.52;98;16.61;41.4;3.3;15.18;39.18;2.46;10.38;4.85;3.53
2001;3;3_3;Suderburg;no;86223;4;16/10/2001;202;11.6;10.17;10.34;36.25;15.78;10.55;89.15;21.76;79.54;12.27;5.56;99;16.82;39.1;3.55;14.07;50.88;1.74;9.9;5.51;3.41
2001;3;3_3;Suderburg;no;86206;1;7/11/2001;224;11.89;9.56;8.64;37.38;13.03;2.89;97.85;22.48;79.4;12.64;4.83;96;17.12;44.35;3.5;17.66;61.1;3.46;12.11;4.9;3.46
