year;site_no;site;date;dps;min_temp;max_temp;av_temp;precipitation;glob_radiation;ET_grass
2000;5;Wörbzig;11/9/2000;155;14.6;23.5;0;0;11.7;1.6
2000;5;Wörbzig;12/9/2000;156;12.3;27.4;0;0;12;3
2000;5;Wörbzig;13/9/2000;157;14.8;24.2;0;14;9.6;2.6
2000;5;Wörbzig;14/9/2000;158;12.7;21;0;0;9.1;2.1
2000;5;Wörbzig;15/9/2000;159;13.2;21.7;0;0;11.5;1.9
2000;5;Wörbzig;16/9/2000;160;12.5;20.1;0;14;6;1.8
2000;5;Wörbzig;17/9/2000;161;11.6;19.7;0;0;11.1;1.1
2000;5;Wörbzig;18/9/2000;162;10.2;17.1;0;0;6;1
2000;5;Wörbzig;19/9/2000;163;6.4;19.1;0;0;14.4;1.9
2000;5;Wörbzig;20/9/2000;164;6.4;16.4;0;0;11.7;1.2
2000;5;Wörbzig;21/9/2000;165;9.6;15.7;0;0;4.9;1.4
2000;5;Wörbzig;22/9/2000;166;6.6;16.2;0;0;11.4;0.9
2000;5;Wörbzig;23/9/2000;167;5.1;20.2;0;0;13.4;2.3
2000;5;Wörbzig;24/9/2000;168;2.4;18.1;0;0;14.3;2
2000;5;Wörbzig;25/9/2000;169;4.4;17.8;0;0;6.8;1.3
2000;5;Wörbzig;26/9/2000;170;10.4;22.5;0;0;8.1;2.3
2000;5;Wörbzig;27/9/2000;171;11;23.4;0;0;9.3;2.6
2000;5;Wörbzig;28/9/2000;172;13.9;25.4;0;0;7.4;2.3
2000;5;Wörbzig;29/9/2000;173;12.3;23.5;0;0;12.4;3
2000;5;Wörbzig;30/9/2000;174;8;23.9;0;0;12.2;3.1
2000;5;Wörbzig;1/10/2000;175;8.5;24.2;0;0;10.1;2.8
2000;5;Wörbzig;2/10/2000;176;11.9;21;0;10;9;1.7
2000;5;Wörbzig;3/10/2000;177;9.9;21.9;0;0;11.4;1.5
2000;5;Wörbzig;4/10/2000;178;8.5;18.8;0;0;5.7;1.1
2000;5;Wörbzig;5/10/2000;179;12.7;17.1;0;0;2.6;0.4
2000;5;Wörbzig;6/10/2000;180;9.9;14.7;0;5;5.2;1.2
2000;5;Wörbzig;7/10/2000;181;8.3;10.2;0;11;1.9;0
2000;5;Wörbzig;8/10/2000;182;7;14.8;0;0;8.1;1.4
2000;5;Wörbzig;9/10/2000;183;8.9;13.1;0;2;4;0.6
2000;5;Wörbzig;10/10/2000;184;6.5;15.3;0;1;4.7;0.6
2000;5;Wörbzig;11/10/2000;185;5.8;16.3;0;0;4.6;1.6
2000;5;Wörbzig;12/10/2000;186;8.7;15.7;0;0;6.1;0.9
2000;5;Wörbzig;13/10/2000;187;8.4;18;0;0;6.5;1.1
2000;5;Wörbzig;14/10/2000;188;8.8;19.5;0;0;7.9;1.4
2000;5;Wörbzig;15/10/2000;189;12.8;16.8;0;0;1.4;0.5
2000;5;Wörbzig;16/10/2000;190;8;21.4;0;0;7.6;2.4
2000;5;Wörbzig;17/10/2000;191;8.7;17.7;0;0;5.1;1.3
2000;5;Wörbzig;18/10/2000;192;5.6;16.5;0;0;7.7;0.7
2000;5;Wörbzig;19/10/2000;193;3.5;16.4;0;0;6.4;1.3
2000;5;Wörbzig;20/10/2000;194;8.3;18;0;0;7.9;1.1
2000;5;Wörbzig;21/10/2000;195;7.1;17.7;0;0;6.5;1.4
2000;5;Wörbzig;22/10/2000;196;8.3;21.6;0;0;8.2;1.8
2000;5;Wörbzig;23/10/2000;197;7.1;18.5;0;0;7.8;1.8
2000;5;Wörbzig;24/10/2000;198;9.4;16.8;0;0;4.5;1.6
2000;5;Wörbzig;25/10/2000;199;9.9;15.8;0;0;2.8;1.3
2000;5;Wörbzig;26/10/2000;200;7.4;15.1;0;0;4.6;1.3
2000;5;Wörbzig;27/10/2000;201;6.5;12.8;0;0;3.9;1
2000;5;Wörbzig;28/10/2000;202;10.4;14.7;0;9;2.9;0.6
2000;5;Wörbzig;29/10/2000;203;12.3;23.5;0;0;12.4;1.7
2000;5;Wörbzig;30/10/2000;204;9.3;16.3;0;0;2.9;1.4
2000;5;Wörbzig;31/10/2000;205;8.9;12.5;0;0;1.4;0.9
2000;6;Harste;9/4/2000;0;2.8;10.2;6.4;0;12.9;1.8
2000;6;Harste;10/4/2000;1;-0.2;10.6;5.2;0;19;1.9
2000;6;Harste;11/4/2000;2;-2.8;13.4;6.2;0;18.2;2.9
2000;6;Harste;12/4/2000;3;1.6;10;5.9;0.9;8;0.5
2000;6;Harste;13/4/2000;4;1.5;12.1;7.2;0.2;16.6;2.3
2000;6;Harste;14/4/2000;5;1.3;8.6;6.1;5.3;6.6;0.5
2000;6;Harste;15/4/2000;6;2.2;13.4;7.5;0.4;6.1;1.1
2000;6;Harste;16/4/2000;7;5.6;14.8;8.9;0;17.6;2.4
2000;6;Harste;17/4/2000;8;4.5;14.4;10.4;0;9.5;1.9
2000;6;Harste;18/4/2000;9;6.2;13.6;10;1.3;8.7;2
2000;6;Harste;19/4/2000;10;4.9;14.8;9.5;5.6;6.7;0.5
2000;6;Harste;20/4/2000;11;1.9;19.6;11.3;0.6;23.1;3.2
2000;6;Harste;21/4/2000;12;5.4;22.4;14.3;0;19.8;4.5
2000;6;Harste;22/4/2000;13;7;24.5;16.1;0;18.8;4.7
2000;6;Harste;23/4/2000;14;9.4;23.5;16.8;0;16.2;5.1
2000;6;Harste;24/4/2000;15;6.4;15.1;11.5;4.1;3.1;0.2
2000;6;Harste;25/4/2000;16;2.3;18.6;9.7;0.1;18.9;3.3
2000;6;Harste;26/4/2000;17;3.7;23;13.7;0;22.5;4.3
2000;6;Harste;27/4/2000;18;7.5;24;16.4;0;18.9;4.7
2000;6;Harste;28/4/2000;19;10.8;21.7;17;0;14.7;2.7
2000;6;Harste;29/4/2000;20;10;20.3;16;4.3;13.3;1.6
2000;6;Harste;30/4/2000;21;13.6;16.9;15;0.8;7;0.2
2000;6;Harste;1/5/2000;22;13.1;17.5;14.8;0.1;13;0.8
2000;6;Harste;2/5/2000;23;12.4;21.3;16;0;15.2;1.8
2000;6;Harste;3/5/2000;24;8.5;22.6;15.7;0;21.9;4.7
2000;6;Harste;4/5/2000;25;7.1;22.6;14.6;0;24;5.6
2000;6;Harste;5/5/2000;26;4.7;23.9;14.6;0;24.5;6
2000;6;Harste;6/5/2000;27;6.1;23.8;16;0;24.6;5.6
2000;6;Harste;7/5/2000;28;7.4;25;17.8;0;24.7;5.8
2000;6;Harste;8/5/2000;29;10.6;22.2;17;0.1;16.9;3.8
2000;6;Harste;9/5/2000;30;10.3;24.9;16.7;0;17.4;4.3
2000;6;Harste;10/5/2000;31;8.6;25.9;17.4;0;23;5.9
2000;6;Harste;11/5/2000;32;9.2;25.1;17.4;0;24.7;5.5
2000;6;Harste;12/5/2000;33;7.6;21.8;14.9;0;25.4;4.4
2000;6;Harste;13/5/2000;34;5.7;20.7;13.8;0;27.1;4.9
2000;6;Harste;14/5/2000;35;3.4;26;15.2;0;26.3;6.8
2000;6;Harste;15/5/2000;36;4.8;28.1;17;0;26.3;7
2000;6;Harste;16/5/2000;37;7;28.6;19.2;0;25.1;7
2000;6;Harste;17/5/2000;38;8.2;24.5;15.9;0.8;16.2;0.6
2000;6;Harste;18/5/2000;39;6.1;15.4;11;2.1;13.3;0.7
2000;6;Harste;19/5/2000;40;5.7;14.5;9.3;5.8;14.6;1.3
2000;6;Harste;20/5/2000;41;6.5;13.8;9.6;7.5;15.1;1.5
2000;6;Harste;21/5/2000;42;4.6;14.9;10.3;2.1;14.8;2.2
2000;6;Harste;22/5/2000;43;9;14.5;11.2;1.9;12.7;0.8
2000;6;Harste;23/5/2000;44;7.3;17.1;12.9;0.1;19.7;2.4
2000;6;Harste;24/5/2000;45;12;17.3;14.7;0;11.2;1.1
2000;6;Harste;25/5/2000;46;9.8;17.9;14.3;4;13.3;1.2
2000;6;Harste;26/5/2000;47;6;18.7;13;0;21.6;3.2
2000;6;Harste;27/5/2000;48;5.6;17.1;13.3;0.7;2.4;1.4
2000;6;Harste;28/5/2000;49;5.3;16.3;12;0.8;3.3;2.5
2000;6;Harste;29/5/2000;50;6.8;12;9.3;2.9;2.8;0.6
2000;6;Harste;30/5/2000;51;6;12.7;9.4;2.9;3.5;0.9
2000;6;Harste;31/5/2000;52;4.5;17;11.3;0;22.4;2.9
2000;6;Harste;1/6/2000;53;6.3;20.4;14.2;0;17.8;2.9
2000;6;Harste;2/6/2000;54;9.5;27;19.3;0;27.7;5
2000;6;Harste;3/6/2000;55;10.5;26.4;18.1;3;20.4;4.2
2000;6;Harste;4/6/2000;56;12.2;24.5;19.2;1.4;22.8;2.8
2000;6;Harste;5/6/2000;57;14.9;22.6;17.9;29.1;11.8;0.5
2000;6;Harste;6/6/2000;58;11;16.5;13.5;0;12.2;0.7
2000;6;Harste;7/6/2000;59;9.1;14.1;11.8;7.7;13;1
2000;6;Harste;8/6/2000;60;5.5;20.2;13;0;26.5;2.5
2000;6;Harste;9/6/2000;61;7.4;26.5;17.9;0;27.8;4.3
2000;6;Harste;10/6/2000;62;10.4;30.2;20.5;0;24.9;5.9
2000;6;Harste;11/6/2000;63;14.7;20;17.6;4.6;10.5;1.9
2000;6;Harste;12/6/2000;64;9.6;22.4;16.2;0;25.8;2.9
2000;6;Harste;13/6/2000;65;9.1;27.5;19.1;0;26.1;5.7
2000;6;Harste;14/6/2000;66;14;23;19.1;0;18.7;3.5
2000;6;Harste;15/6/2000;67;13.8;18.5;16.5;1.9;15.5;0.4
2000;6;Harste;16/6/2000;68;7.5;15.2;11.9;0;17.7;1.9
2000;6;Harste;17/6/2000;69;2.2;18.7;11.1;0;28;2.5
2000;6;Harste;18/6/2000;70;3.9;27.7;16.1;0;27.2;5.8
2000;6;Harste;19/6/2000;71;9.4;31.6;20.9;0;27;7
2000;6;Harste;20/6/2000;72;10.1;32.4;22.5;0;27.2;7
2000;6;Harste;21/6/2000;73;13.2;31.1;23.3;0;26.3;7
2000;6;Harste;22/6/2000;74;15.2;23.3;19.2;0.6;16.4;2
2000;6;Harste;23/6/2000;75;12.7;19.8;16.1;0;16.2;2.9
2000;6;Harste;24/6/2000;76;11.8;15.3;13.4;6.2;11.4;1.3
2000;6;Harste;25/6/2000;77;10.7;15.5;12.7;0.8;13.5;1.3
2000;6;Harste;26/6/2000;78;9;13.8;11.2;1;14.4;1.2
2000;6;Harste;27/6/2000;79;3.9;15.1;10.5;0;16.5;2.2
2000;6;Harste;28/6/2000;80;2.3;13.7;10;0;11;2.1
2000;6;Harste;29/6/2000;81;5.2;14.1;10.4;0;8.5;1.6
2000;6;Harste;30/6/2000;82;6.8;18.1;12.3;0;23.1;3.1
2000;6;Harste;1/7/2000;83;5.2;20.3;14.1;0.1;13.8;1.7
2000;6;Harste;2/7/2000;84;11;23;17.4;3.9;13.7;2.3
2000;6;Harste;3/7/2000;85;14.9;22.2;18.2;5.7;13.3;2.2
2000;6;Harste;4/7/2000;86;11;21.5;16.5;15;14.1;2.1
2000;6;Harste;5/7/2000;87;12.8;18;15.3;24.7;8.5;0.2
2000;6;Harste;6/7/2000;88;9.5;19;14.7;0.3;12.9;0.6
2000;6;Harste;7/7/2000;89;8.7;18.3;13.5;0.6;11.6;1.4
2000;6;Harste;8/7/2000;90;10;14.4;12.1;0.1;11.7;0.3
2000;6;Harste;9/7/2000;91;9.9;17;13.2;1.5;12.4;2.2
2000;6;Harste;10/7/2000;92;12.2;17.9;14.7;10.5;14.5;1.1
2000;6;Harste;11/7/2000;93;10.6;17;14;0.7;14.4;1.6
2000;6;Harste;12/7/2000;94;8.4;15.7;12.6;0;15.6;1.8
2000;6;Harste;13/7/2000;95;8;15.5;12.5;0;11.2;1.1
2000;6;Harste;14/7/2000;96;11.2;16.6;13.6;2.2;11.8;0.8
2000;6;Harste;15/7/2000;97;8.6;15.5;12.3;0.7;17.1;1.5
2000;6;Harste;16/7/2000;98;8.6;17.4;13.4;0;16.9;2.3
2000;6;Harste;17/7/2000;99;9.7;15.7;13.3;0.1;10;1.8
2000;6;Harste;18/7/2000;100;10;15.3;12.8;0.4;9.2;1
2000;6;Harste;19/7/2000;101;10.4;15.8;13.2;0.1;8.5;0.8
2000;6;Harste;20/7/2000;102;12.9;19;16.1;0;14.2;2.7
2000;6;Harste;21/7/2000;103;10.8;20.1;14.1;0;11.2;0.8
2000;6;Harste;22/7/2000;104;9.8;18.4;13.8;8.1;8.4;0.2
2000;6;Harste;23/7/2000;105;10;22.7;15.8;0.2;22.4;3.1
2000;6;Harste;24/7/2000;106;8;20.7;15.2;2.7;9.2;2
2000;6;Harste;25/7/2000;107;12.4;19;15.9;4.3;7.1;0.5
2000;6;Harste;26/7/2000;108;14.7;19.8;17.1;0.1;15.6;2.2
2000;6;Harste;27/7/2000;109;14.8;21.5;17.4;3.7;10.8;3.4
2000;6;Harste;28/7/2000;110;14.1;16.9;15.3;1.2;8.6;0.7
2000;6;Harste;29/7/2000;111;13.6;19.6;16.1;0;15.5;2.3
2000;6;Harste;30/7/2000;112;12.6;20.6;16.7;6;14.3;2.3
2000;6;Harste;31/7/2000;113;10.8;21.7;16.2;0.1;15.6;2.4
2000;6;Harste;1/8/2000;114;8.5;26.4;18.1;0;23.5;4.6
2000;6;Harste;2/8/2000;115;11.9;21.9;17.1;7;11.4;0.7
2000;6;Harste;3/8/2000;116;9.7;22.1;16.2;0;18.5;3.2
2000;6;Harste;4/8/2000;117;10.1;21.7;16.2;0;20.5;3.2
2000;6;Harste;5/8/2000;118;8.2;22;15.2;0;18.4;3.3
2000;6;Harste;6/8/2000;119;8;21.1;16.1;0;14.7;2.8
2000;6;Harste;7/8/2000;120;15.1;20.5;17.2;2;15.1;2.5
2000;6;Harste;8/8/2000;121;11.8;19.7;16;1;11.8;0.3
2000;6;Harste;9/8/2000;122;11.4;21.7;16.6;0;18.3;2.5
2000;6;Harste;10/8/2000;123;11.2;24.3;17.3;0.2;12.9;3.4
2000;6;Harste;11/8/2000;124;13.6;21.1;17.7;0;10.5;2.4
2000;6;Harste;12/8/2000;125;11.9;26.1;18.5;0;20.9;5
2000;6;Harste;13/8/2000;126;8.7;26.8;17.5;0;18.9;5.9
2000;6;Harste;14/8/2000;127;8.9;30.5;20.6;0;20.7;7
2000;6;Harste;15/8/2000;128;16.5;26.6;19.9;5;14.1;0.9
2000;6;Harste;16/8/2000;129;13.8;23.7;18.7;0;15.9;3.7
2000;6;Harste;17/8/2000;130;11.9;24.2;18.4;1;15.3;2
2000;6;Harste;18/8/2000;131;13.5;23.5;18.9;0;15.6;3.6
2000;6;Harste;19/8/2000;132;14.6;24.4;18.9;37.3;13.2;2.1
2000;6;Harste;20/8/2000;133;16.3;23.9;19.3;8.7;11.7;2.4
2000;6;Harste;21/8/2000;134;12.1;17.6;15.4;0.7;9;0.6
2000;6;Harste;22/8/2000;135;11.2;20.4;15.5;0;16.5;2.6
2000;6;Harste;23/8/2000;136;8.2;20.2;13.7;0;19.9;2.7
2000;6;Harste;24/8/2000;137;5.5;21.4;14.3;0;19.7;3.4
2000;6;Harste;25/8/2000;138;9.2;20.1;15.1;0;13.4;2.3
2000;6;Harste;26/8/2000;139;6.1;23;15.4;0;21;4.1
2000;6;Harste;27/8/2000;140;7.5;23;16.4;0.1;15.9;3.9
2000;6;Harste;28/8/2000;141;14.6;21;17.2;0;16.7;3.3
2000;6;Harste;29/8/2000;142;10.7;19.9;15.9;0;10.5;2.4
2000;6;Harste;30/8/2000;143;7;20.8;14.8;0;17.4;3.4
2000;6;Harste;31/8/2000;144;9.8;19.7;15.2;0;12.5;2.1
2000;6;Harste;1/9/2000;145;7.5;21.5;14.2;1.6;10.7;2.9
2000;6;Harste;2/9/2000;146;12.7;15.5;13.9;5.6;7.1;0.4
2000;6;Harste;3/9/2000;147;11;14.4;13.1;3.4;6.7;0.3
2000;6;Harste;4/9/2000;148;9.3;16.1;12.4;1.9;13;1.8
2000;6;Harste;5/9/2000;149;10.2;14.7;12.5;0.6;7.7;1.2
2000;6;Harste;6/9/2000;150;8.9;15.7;12.8;4;7.1;0.9
2000;6;Harste;7/9/2000;151;11.7;18;14.2;3;9.8;0.7
2000;6;Harste;8/9/2000;152;13;19.1;15.6;0.2;6.2;1
2000;6;Harste;9/9/2000;153;14;21.4;17.8;0;9.7;1.5
2000;6;Harste;10/9/2000;154;11.6;21.6;16.1;0;8.2;1.7
2000;6;Harste;11/9/2000;155;9.8;22.2;15;0.1;13.6;1.7
2000;6;Harste;12/9/2000;156;9;24.9;17.5;0;14.5;3.5
2000;6;Harste;13/9/2000;157;14.5;21.2;17.9;0;13;2.2
2000;6;Harste;14/9/2000;158;12.4;19.6;16;0;9.3;1.9
2000;6;Harste;15/9/2000;159;11.4;21.7;15.7;1.2;8.2;2.8
2000;6;Harste;16/9/2000;160;8.7;16.5;14.1;4.2;9.6;1.2
2000;6;Harste;17/9/2000;161;9.5;17.4;13.9;0;5.5;0.9
2000;6;Harste;18/9/2000;162;11.3;17;14.1;0;6.5;1.1
2000;6;Harste;19/9/2000;163;8.3;18.1;12.8;0;12;1.5
2000;6;Harste;20/9/2000;164;5;15.5;10.2;0;11.1;1.1
2000;6;Harste;21/9/2000;165;9.2;10.4;9.9;8.4;1.7;0
2000;6;Harste;22/9/2000;166;7.5;14.8;10.8;0;11.1;1.4
2000;6;Harste;23/9/2000;167;5;17.6;11.2;0;13.6;2.6
2000;6;Harste;24/9/2000;168;2.2;17.1;9.9;0;14.9;2.1
2000;6;Harste;25/9/2000;169;2.3;16.7;9.2;4;6.4;0.6
2000;6;Harste;26/9/2000;170;9.2;18.7;13.4;0;9.5;1
2000;6;Harste;27/9/2000;171;7.1;17.5;13;2.7;5.3;0.1
2000;6;Harste;28/9/2000;172;11;20.8;15.6;0.3;7.9;1
2000;6;Harste;29/9/2000;173;9.9;24.2;16.4;0;13;3.4
2000;6;Harste;30/9/2000;174;6.6;22.2;13.4;0;11.6;2.9
2000;6;Harste;1/10/2000;175;8.7;19.1;14.2;0.8;4.9;0.9
2000;6;Harste;2/10/2000;176;9.8;18.1;13.9;0;10.9;2
2000;6;Harste;3/10/2000;177;5.4;16.6;11.2;0.1;10;1.3
2000;6;Harste;4/10/2000;178;3.6;17.6;11.1;0;8.2;1.2
2000;6;Harste;5/10/2000;179;10.5;17.1;13.3;1.9;6.5;1.5
2000;6;Harste;6/10/2000;180;6.5;12.6;9.9;0.4;7.9;1.3
2000;6;Harste;7/10/2000;181;2.5;9.2;6.4;0.1;3.4;0.4
2000;6;Harste;8/10/2000;182;2;12.6;7.1;0.5;9.2;0.9
2000;6;Harste;9/10/2000;183;5.3;12.2;8.8;2.3;4.5;0.6
2000;6;Harste;10/10/2000;184;4.6;11.9;8.2;1.5;5.8;1
2000;6;Harste;11/10/2000;185;4.5;13.3;9.4;1.4;5.7;0.6
2000;6;Harste;12/10/2000;186;7.9;15.1;10.8;0;7.7;1.7
2000;6;Harste;13/10/2000;187;8.5;15.8;11.5;2.3;5.9;0.7
2000;6;Harste;14/10/2000;188;5.6;15.8;11;0.1;7.1;1
2000;6;Harste;15/10/2000;189;9.3;15.2;12.8;0;2.7;0.2
2000;6;Harste;16/10/2000;190;6.1;18.7;12.9;0.1;6.2;2
2000;6;Harste;17/10/2000;191;3.5;12.9;9;0.9;3;0.2
2000;6;Harste;18/10/2000;192;0.1;13.7;5;0.1;7.9;1.5
2000;6;Harste;19/10/2000;193;-1.8;9.8;5.4;3;1.9;0.1
2000;6;Harste;20/10/2000;194;4.5;12.9;9.5;4;2.5;0.4
2000;6;Harste;21/10/2000;195;3;17.1;9.2;0;6.2;1.2
2000;6;Harste;22/10/2000;196;3.7;19.6;10.6;0;8.2;2.2
2000;6;Harste;23/10/2000;197;3.9;15.1;9.4;0.1;7.9;1.2
2000;7;Friemar;7/4/2000;0;0;0;5;0;16.5;1.8
2000;7;Friemar;8/4/2000;1;0;0;5.2;0;15.5;1.9
2000;7;Friemar;9/4/2000;2;0;0;5.8;0;16.4;1.4
2000;7;Friemar;10/4/2000;3;0;0;5.2;0;17.7;1.7
2000;7;Friemar;11/4/2000;4;0;0;5.7;0;14.4;2.5
2000;7;Friemar;12/4/2000;5;0;0;5.9;0.7;7.9;0.9
2000;7;Friemar;13/4/2000;6;0;0;6.7;3.3;20.5;2.4
2000;7;Friemar;14/4/2000;7;0;0;7;0.4;6.3;1.2
2000;7;Friemar;15/4/2000;8;0;0;8.5;0.1;11.8;1.5
2000;7;Friemar;16/4/2000;9;0;0;9.4;0;19.8;3.1
2000;7;Friemar;17/4/2000;10;0;0;9.8;0;12.1;1.9
2000;7;Friemar;18/4/2000;11;0;0;10.6;0.1;11.9;2.3
2000;7;Friemar;19/4/2000;12;0;0;9.5;7.4;4.3;0.3
2000;7;Friemar;20/4/2000;13;0;0;10.5;0;21.3;3.3
2000;7;Friemar;21/4/2000;14;0;0;14.3;0;21.1;5
2000;7;Friemar;22/4/2000;15;0;0;16.2;0;21.4;5.4
2000;7;Friemar;23/4/2000;16;0;0;16.8;0;18.5;5.9
2000;7;Friemar;24/4/2000;17;0;0;11.2;0.5;3.3;0.4
2000;7;Friemar;25/4/2000;18;0;0;10;0;24.1;2.8
2000;7;Friemar;26/4/2000;19;0;0;13.7;0;23.8;4.9
2000;7;Friemar;27/4/2000;20;0;0;15.8;0;16;3.7
2000;7;Friemar;28/4/2000;21;0;0;16.2;0;15.1;3.4
2000;7;Friemar;29/4/2000;22;0;0;15;0.7;11.4;2.3
2000;7;Friemar;30/4/2000;23;0;0;14.8;0.9;9.5;1.7
2000;7;Friemar;1/5/2000;24;0;0;14.9;20.8;12.8;2
2000;7;Friemar;2/5/2000;25;0;0;14.8;1.7;12.3;0.8
2000;7;Friemar;3/5/2000;26;0;0;14;0;24.2;3.6
2000;7;Friemar;4/5/2000;27;0;0;13.3;0;23.5;3.9
2000;7;Friemar;5/5/2000;28;0;0;13.7;0;24;3.8
2000;7;Friemar;6/5/2000;29;0;0;15.4;0;25.3;5
2000;7;Friemar;7/5/2000;30;0;0;16.6;0;22.8;4.8
2000;7;Friemar;8/5/2000;31;0;0;16.4;1.5;20.9;3.3
2000;7;Friemar;9/5/2000;32;0;0;15.9;0;19.2;3
2000;7;Friemar;10/5/2000;33;0;0;17.1;0;24.5;4.8
2000;7;Friemar;11/5/2000;34;0;0;16.6;0;24;4.3
2000;7;Friemar;12/5/2000;35;0;0;14.7;0;26.3;3.1
2000;7;Friemar;13/5/2000;36;0;0;11.9;0;27.6;3.6
2000;7;Friemar;14/5/2000;37;0;0;14;0;27.8;5.1
2000;7;Friemar;15/5/2000;38;0;0;16.4;0;27.1;6.8
2000;7;Friemar;16/5/2000;39;0;0;18.2;0;26.5;7
2000;7;Friemar;17/5/2000;40;0;0;17;0;22.9;3.8
2000;7;Friemar;18/5/2000;41;0;0;11.6;1.1;14.4;3
2000;7;Friemar;19/5/2000;42;0;0;10.1;2.4;18.6;2.6
2000;7;Friemar;20/5/2000;43;0;0;8.4;2.5;11.3;1.3
2000;7;Friemar;21/5/2000;44;0;0;9.6;0.7;17.8;2.9
2000;7;Friemar;22/5/2000;45;0;0;10.7;1.3;13.1;2
2000;7;Friemar;23/5/2000;46;0;0;11.8;0;18.7;2.2
2000;7;Friemar;24/5/2000;47;0;0;14;0;11.9;3.1
2000;7;Friemar;25/5/2000;48;0;0;14.2;2.8;12.2;2.2
2000;7;Friemar;26/5/2000;49;0;0;13;0.1;24.7;3.4
2000;7;Friemar;27/5/2000;50;0;0;13.1;0.6;11.3;1
2000;7;Friemar;28/5/2000;51;0;0;11.9;0;14.4;2.3
2000;7;Friemar;29/5/2000;52;0;0;8.3;4.4;23;1.6
2000;7;Friemar;30/5/2000;53;0;0;9.3;0;17.6;2.4
2000;7;Friemar;31/5/2000;54;0;0;10.9;0.2;19.3;3.1
2000;7;Friemar;1/6/2000;55;0;0;13.9;0;19.7;3.5
2000;7;Friemar;2/6/2000;56;0;0;19.4;0;28.2;6.4
2000;7;Friemar;3/6/2000;57;0;0;18.4;17.8;22.9;5
2000;7;Friemar;4/6/2000;58;0;0;19.7;1.6;18.7;4.1
2000;7;Friemar;5/6/2000;59;0;0;18.2;5.2;18.7;2.4
2000;7;Friemar;6/6/2000;60;0;0;13.5;0;6.8;1.2
2000;7;Friemar;7/6/2000;61;0;0;11.5;2.9;15.6;1.6
2000;7;Friemar;8/6/2000;62;0;0;13.1;0;28.1;3.2
2000;7;Friemar;9/6/2000;63;0;0;18.3;0;29.5;6.4
2000;7;Friemar;10/6/2000;64;0;0;19.4;1.6;23.5;5.8
2000;7;Friemar;11/6/2000;65;0;0;17.6;0;14;2.9
2000;7;Friemar;12/6/2000;66;0;0;17.1;0;29;4.4
2000;7;Friemar;13/6/2000;67;0;0;19;0;28.7;6.1
2000;7;Friemar;14/6/2000;68;0;0;18.7;0;20.5;4
2000;7;Friemar;15/6/2000;69;0;0;14.8;4.7;10.5;0.9
2000;7;Friemar;16/6/2000;70;0;0;10.7;0;21.5;2.3
2000;7;Friemar;17/6/2000;71;0;0;10.6;0;27.6;3.2
2000;7;Friemar;18/6/2000;72;0;0;16;0;28;5.9
2000;7;Friemar;19/6/2000;73;0;0;20.9;0;29.2;7
2000;7;Friemar;20/6/2000;74;0;0;23.5;0;28.6;7
2000;7;Friemar;21/6/2000;75;0;0;23.2;0;22.8;7
2000;7;Friemar;22/6/2000;76;0;0;18.5;0.5;13.9;3.7
2000;7;Friemar;23/6/2000;77;0;0;15.7;0;18;2.9
2000;7;Friemar;24/6/2000;78;0;0;13.5;4.7;13.6;1.6
2000;7;Friemar;25/6/2000;79;0;0;12.8;2.5;14.9;2.6
2000;7;Friemar;26/6/2000;80;0;0;11.2;0.7;15.8;2
2000;7;Friemar;27/6/2000;81;0;0;10.5;0;14.8;2.5
2000;7;Friemar;28/6/2000;82;0;0;9.7;0;25.5;2.7
2000;7;Friemar;29/6/2000;83;0;0;10.6;0;12.3;2.2
2000;7;Friemar;30/6/2000;84;0;0;12.3;0;23.5;3.6
2000;7;Friemar;1/7/2000;85;0;0;14.6;3.3;13.6;3.2
2000;7;Friemar;2/7/2000;86;0;0;16.7;23;17.6;3.3
2000;7;Friemar;3/7/2000;87;0;0;17.4;4.7;13.4;2
2000;7;Friemar;4/7/2000;88;0;0;16.8;0.9;17.4;2
2000;7;Friemar;5/7/2000;89;0;0;16.1;2;13.8;3
2000;7;Friemar;6/7/2000;90;0;0;15.5;0;14.1;2.3
2000;7;Friemar;7/7/2000;91;0;0;12;8.2;5.4;0.2
2000;7;Friemar;8/7/2000;92;0;0;11.3;5;8;1.4
2000;7;Friemar;9/7/2000;93;0;0;12.9;0.6;15.3;2
2000;7;Friemar;10/7/2000;94;0;0;15;0.8;12.5;2.6
2000;7;Friemar;11/7/2000;95;0;0;14.1;2.4;15.8;1.8
2000;7;Friemar;12/7/2000;96;0;0;12.4;0.5;12.8;2.3
2000;7;Friemar;13/7/2000;97;0;0;12.3;0;17.7;2.1
2000;7;Friemar;14/7/2000;98;0;0;12.8;5.4;11;0.7
2000;7;Friemar;15/7/2000;99;0;0;11.6;6.5;17;1.2
2000;7;Friemar;16/7/2000;100;0;0;12.4;0.6;19;2.3
2000;7;Friemar;17/7/2000;101;0;0;12.9;0.1;17.4;2.4
2000;7;Friemar;18/7/2000;102;0;0;12.5;0;7.5;1.5
2000;7;Friemar;19/7/2000;103;0;0;12.5;0;6.8;1.3
2000;7;Friemar;20/7/2000;104;0;0;15.4;0;11.8;3.5
2000;7;Friemar;21/7/2000;105;0;0;12.5;0;6.6;0.9
2000;7;Friemar;22/7/2000;106;0;0;12.9;0;8.2;1.2
2000;7;Friemar;23/7/2000;107;0;0;15.6;0;21.5;4
